Posted On,BHK,Rent,Size,Floor,Area Type,Area Locality,City,Furnishing Status,Tenant Preferred,Bathroom,Point of Contact,floor_number,total_floor,Area Locality Encoded
2022-05-18,1,32000,1000,1 out of 3,2,Lajpat Nagar 1,2,2,1,2,2,1.0,3.0,1076
2022-07-01,1,20000,500,4 out of 4,1,"Vasant Kunj 2, Vasant Kunj",2,1,0,2,2,4.0,4.0,2059
2022-06-04,0,35000,300,3 out of 5,2,Rajouri Garden,2,1,1,1,2,3.0,5.0,1636
2022-06-16,1,35000,900,Ground out of 4,1,Lajpat Nagar 1,2,2,1,2,0,0.0,4.0,1076
2022-07-07,2,65000,240,1 out of 4,1,Saket,2,2,1,3,0,1.0,4.0,1749
2022-05-12,1,15000,650,Ground out of 3,1,"Fateh Nagar, Janakpuri",2,1,1,2,2,0.0,3.0,575
2022-06-18,2,12000,950,3 out of 5,1,"Kotla, Mayur Vihar",2,1,0,2,2,3.0,5.0,1040
2022-05-10,0,8000,500,Ground out of 3,2,Dwarka Sector 23,2,1,1,1,2,0.0,3.0,536
2022-05-28,0,11000,500,2 out of 5,2,Palam - Dabri Marg,2,1,1,1,2,2.0,5.0,1467
2022-05-10,1,12000,450,4 out of 4,2,Mansa Ram Park,2,1,1,2,2,4.0,4.0,1218
2022-06-16,3,140000,2800,Ground out of 4,1,New Friends Colony,2,1,1,4,0,0.0,4.0,1388
2022-06-04,1,24000,150,1 out of 2,2,Paschim Vihar,2,1,1,1,2,1.0,2.0,1502
2022-06-04,0,20000,400,3 out of 4,1,Lajpat Nagar 4,2,0,1,1,0,3.0,4.0,1078
2022-05-10,2,16000,100,3 out of 4,2,"Jamia Nagar, Okhla",2,0,1,2,2,3.0,4.0,832
2022-06-04,0,15000,400,3 out of 4,1,Lajpat Nagar 4,2,1,1,1,0,3.0,4.0,1078
2022-05-14,1,28500,900,Ground out of 4,1,Paschim Vihar,2,1,1,2,0,0.0,4.0,1502
2022-05-05,2,30000,1350,1 out of 7,2,Vasundhara Enclave,2,1,2,3,2,1.0,7.0,2067
2022-07-04,0,16000,500,1 out of 4,2,Laxmi Nagar,2,1,1,1,2,1.0,4.0,1102
2022-07-06,2,80000,1700,1 out of 4,1,"Shivalik, Malviya Nagar",2,0,0,3,0,1.0,4.0,1847
2022-06-04,0,11000,400,2 out of 4,1,Lajpat Nagar 4,2,2,1,1,0,2.0,4.0,1078
2022-06-29,1,21000,110,2 out of 3,2,"Jangpura Extension, Jangpura",2,1,1,1,2,2.0,3.0,838
2022-07-04,2,10500,1200,1 out of 4,2,Najafgarh,2,1,1,2,2,1.0,4.0,1331
2022-04-29,1,15000,50,2 out of 4,1,Dwarka Sector 14,2,1,1,2,2,2.0,4.0,533
2022-07-06,2,16000,100,2 out of 3,2,Hari Nagar,2,1,1,2,0,2.0,3.0,696
2022-07-04,1,45000,1000,2 out of 3,2,"Kailash Colony, Greater Kailash",2,0,1,2,2,2.0,3.0,902
2022-05-03,0,6000,63,4 out of 4,2,Rohini Sector 2,2,0,1,1,2,4.0,4.0,1691
2022-05-19,2,40000,1800,Ground out of 3,2,Vasant Kunj,2,1,1,2,2,0.0,3.0,2058
2022-07-09,1,36000,1440,2 out of 3,1,Chittaranjan Park,2,1,0,2,0,2.0,3.0,416
2022-05-27,1,12000,55,Ground out of 4,2,Uttam Nagar,2,2,1,2,2,0.0,4.0,2039
2022-05-27,2,45000,1500,1 out of 12,1,"The Shabad Apartment, Dwarka Sector 13",2,2,0,3,2,1.0,12.0,1986
2022-06-18,1,20000,400,3,2,"Kasturba Niketan, Lajpat Nagar 2",2,2,1,1,2,0.0,0.0,967
2022-06-11,2,10000,100,1 out of 4,1,Krishna Nagar,2,0,1,2,2,1.0,4.0,1046
2022-06-29,1,5000,500,1 out of 3,2,Sangam Vihar,2,2,1,1,2,1.0,3.0,1767
2022-05-27,1,8000,100,Ground out of 3,2,Rohini Sector 38,2,2,1,2,2,0.0,3.0,1697
2022-05-10,1,13000,455,1 out of 4,2,"DDA Akshardham Apartments, DS 19",2,2,1,1,2,1.0,4.0,442
2022-04-29,1,15000,80,3 out of 4,1,Anand Parbat,2,1,1,1,2,3.0,4.0,103
2022-07-04,1,7500,450,Ground out of 2,2,Burari,2,2,1,1,2,0.0,2.0,342
2022-06-08,0,6000,400,Ground out of 1,2,"Qutub Vihar, Dwarka",2,2,1,1,2,0.0,1.0,1589
2022-05-23,3,100000,300,1 out of 3,2,Vasant Kunj,2,2,1,4,2,1.0,3.0,2058
2022-05-14,1,12000,700,2 out of 3,2,Rohini Sector 23,2,1,1,2,2,2.0,3.0,1694
2022-05-10,1,10000,600,4 out of 5,2,"Mohan Garden, Razapur Khurd",2,1,1,2,2,4.0,5.0,1276
2022-05-10,1,10000,800,2 out of 3,2,"Bharthal, Dwarka",2,1,1,2,2,2.0,3.0,292
2022-05-23,1,12000,950,2 out of 3,2,"Chanakya Place, Sitapuri",2,2,1,2,2,2.0,3.0,371
2022-07-06,1,15000,450,4 out of 4,2,Shadipur,2,1,1,1,2,4.0,4.0,1817
2022-06-30,0,10000,450,1 out of 3,1,Radhey Shyam Park,2,2,1,1,2,1.0,3.0,1604
2022-07-04,1,12000,68,3 out of 5,2,Uttam Nagar,2,2,1,1,2,3.0,5.0,2039
2022-06-18,1,14500,850,2 out of 4,1,"Rajpur Khurd Extension, Rajpur",2,2,1,2,0,2.0,4.0,1637
2022-06-29,1,18500,1000,3 out of 4,2,"Kotla Mubarakpur, South Extension",2,1,1,2,2,3.0,4.0,1039
2022-06-04,0,24000,600,4 out of 4,1,Rajouri Garden,2,0,0,1,0,4.0,4.0,1636
2022-05-27,1,11000,65,Ground out of 4,2,New Ashok Nagar,2,2,1,1,2,0.0,4.0,1382
2022-05-19,2,52000,1700,1 out of 1,1,Vasant Kunj,2,1,0,3,0,1.0,1.0,2058
2022-07-06,2,70000,1800,Ground out of 4,1,Lajpat Nagar 3,2,1,1,3,0,0.0,4.0,1077
2022-07-04,1,12000,1000,3 out of 4,2,Uttam Nagar,2,1,1,1,2,3.0,4.0,2039
2022-07-09,1,22000,900,2 out of 4,1,Patparganj,2,1,0,2,0,2.0,4.0,1510
2022-06-10,3,200000,2300,1 out of 1,2,Shanti Niketan,2,1,1,4,2,1.0,1.0,1830
2022-05-01,1,20000,75,1 out of 3,2,Green Park,2,2,1,2,2,1.0,3.0,663
2022-05-18,2,45000,200,1 out of 4,1,Paschim Vihar Block B1,2,1,0,3,0,1.0,4.0,1505
2022-05-23,0,8000,200,2 out of 4,1,kst chattarpur Apartments,2,2,0,1,0,2.0,4.0,2200
2022-05-27,0,8000,200,2 out of 4,1,kst chattarpur Apartments,2,2,0,1,0,2.0,4.0,2200
2022-05-18,1,9500,450,3 out of 4,1,Laxmi Nagar,2,1,1,1,0,3.0,4.0,1102
2022-07-07,1,25000,750,1 out of 4,1,Karol Bagh,2,0,0,2,0,1.0,4.0,963
2022-05-27,1,12000,400,1 out of 4,1,kst chattarpur Apartments,2,2,0,1,0,1.0,4.0,2200
2022-06-11,1,24000,84,1 out of 4,1,Paschim Vihar,2,1,0,2,0,1.0,4.0,1502
2022-05-05,1,27000,90,2 out of 3,2,Rohini Sector 8,2,2,1,2,2,2.0,3.0,1701
2022-07-04,1,18000,90,2 out of 4,2,Mansarovar garden,2,1,1,2,2,2.0,4.0,1219
2022-06-20,1,17000,500,1 out of 3,2,Lajpat Nagar,2,1,1,2,2,1.0,3.0,1075
2022-05-10,1,15000,75,4 out of 5,2,Adarsh Nagar,2,2,1,2,2,4.0,5.0,34
2022-05-23,0,13000,512,1 out of 3,1,Patel Nagar West,2,0,1,1,0,1.0,3.0,1506
2022-06-11,2,70000,1500,1 out of 3,1,Vasant Kunj,2,1,0,3,0,1.0,3.0,2058
2022-07-09,0,14000,446,2 out of 4,2,"Amar Colony, Lajpat Nagar",2,2,1,1,2,2.0,4.0,83
2022-05-14,2,32000,1100,4 out of 5,2,"Gagan Vihar, Krishna Nagar",2,1,1,2,2,4.0,5.0,592
2022-05-10,0,4000,125,1 out of 2,2,Sangam Vihar,2,2,1,1,2,1.0,2.0,1767
2022-05-10,2,100000,1800,3 out of 5,2,Gautam Nagar,2,0,1,3,2,3.0,5.0,618
2022-06-16,2,20000,1300,1 out of 4,2,Chhattarpur,2,2,1,2,0,1.0,4.0,394
2022-06-20,2,30000,2000,7 out of 10,2,"Ashoka Enclave Apartment, Dwarka Sector 11",2,1,2,2,2,7.0,10.0,151
2022-06-14,1,150000,1200,2 out of 3,1,Greater Kailash 1,2,0,0,2,2,2.0,3.0,660
2022-06-30,2,19500,125,1 out of 4,2,Uttam Nagar,2,2,0,2,2,1.0,4.0,2039
2022-05-24,1,18000,730,2 out of 3,1,"Arjun Nagar, Safdarjung Enclave",2,2,1,2,0,2.0,3.0,139
2022-05-07,1,25000,160,3 out of 3,1,Dr Mukherjee Nagar West,2,1,1,2,2,3.0,3.0,517
2022-05-05,1,18000,1000,Ground out of 2,2,Janakpuri Block B1,2,2,1,2,2,0.0,2.0,836
2022-05-05,0,10000,450,1 out of 5,2,Paschim Vihar,2,0,1,1,2,1.0,5.0,1502
2022-05-05,1,12000,75,2 out of 4,2,Mehrauli,2,0,1,2,2,2.0,4.0,1258
2022-06-18,2,25000,2000,1 out of 3,2,"Karkardooma, Anand Vihar",2,1,0,3,0,1.0,3.0,961
2022-06-18,3,40000,2400,4 out of 4,2,Preet Vihar,2,2,0,3,0,4.0,4.0,1560
2022-06-18,1,30000,1800,Ground out of 2,2,"Karkardooma, Anand Vihar",2,1,0,2,0,0.0,2.0,961
2022-06-18,2,29000,1800,Ground out of 3,2,Mausam Vihar,2,2,2,3,0,0.0,3.0,1240
2022-06-18,2,35000,2200,2 out of 4,2,"Nirman Vihar, Preet Vihar",2,2,1,3,0,2.0,4.0,1409
2022-06-18,2,21000,2200,Ground out of 2,1,Vivek Vihar,2,1,1,2,0,0.0,2.0,2127
2022-06-18,2,31000,900,3 out of 4,1,Surajmal Vihar,2,1,1,2,0,3.0,4.0,1934
2022-05-05,1,8000,75,2 out of 4,2,Chhattarpur,2,2,1,1,2,2.0,4.0,394
2022-05-05,1,15500,75,2 out of 4,2,Saket,2,1,1,2,2,2.0,4.0,1749
2022-06-18,2,32000,1800,3 out of 4,1,"Gagan Vihar, Krishna Nagar",2,1,1,3,0,3.0,4.0,592
2022-06-18,2,30000,160,2 out of 4,1,Surajmal Vihar,2,1,1,3,0,2.0,4.0,1934
2022-07-04,3,42000,2700,2 out of 4,1,"Pushpanjali, Anand Vihar",2,1,0,4,0,2.0,4.0,1584
2022-05-23,2,20500,1050,3 out of 4,1,Laxmi Nagar,2,0,1,2,0,3.0,4.0,1102
2022-05-09,2,60000,1800,2 out of 3,2,Sarvodaya Enclave,2,0,1,3,2,2.0,3.0,1796
2022-05-23,1,95000,2700,1 out of 3,2,Greater Kailash 2,2,0,1,2,0,1.0,3.0,661
2022-05-14,0,16000,499,2 out of 3,1,Chittaranjan Park Block K,2,1,2,1,2,2.0,3.0,418
2022-05-17,0,8500,450,3 out of 4,1,Sarita Vihar Pocket M,2,2,0,1,0,3.0,4.0,1790
2022-05-05,0,14000,60,3 out of 4,2,"Paryavaran Complex, Sainik Farm",2,2,1,1,2,3.0,4.0,1499
2022-05-11,2,140000,2200,Ground out of 3,2,Defence Colony,2,2,1,3,0,0.0,3.0,472
2022-04-29,1,8000,130,Ground out of 3,2,Raj Nagar 2,2,2,1,1,2,0.0,3.0,1624
2022-04-29,2,12500,650,3 out of 4,2,Chirag Delhi,2,1,1,1,2,3.0,4.0,412
2022-04-29,1,14000,100,3 out of 4,2,Janakpuri,2,2,1,1,2,3.0,4.0,835
2022-04-29,1,6000,45,2 out of 3,2,"Devli, Sangam Vihar",2,2,1,1,2,2.0,3.0,482
2022-04-29,1,10000,600,2 out of 3,2,Trilokpuri,2,2,1,2,2,2.0,3.0,2015
2022-05-10,2,15000,800,Ground out of 4,2,Kadipur,2,2,1,1,2,0.0,4.0,895
2022-06-08,2,8000,1500,1 out of 1,1,Cherlopalli TIRUPATI,2,2,1,3,2,1.0,1.0,392
2022-07-07,0,10000,30,1 out of 5,2,Mahipalpur,2,0,1,1,2,1.0,5.0,1175
2022-05-12,0,8500,55,Ground out of 3,2,Gharoli,2,2,1,1,2,0.0,3.0,625
2022-06-09,1,25000,900,Ground out of 3,1,"Nirman Vihar, Preet Vihar",2,1,1,2,2,0.0,3.0,1409
2022-06-22,1,13000,1000,1 out of 2,1,Bhajanpura,2,2,1,1,2,1.0,2.0,280
2022-05-27,0,6000,360,1 out of 2,2,Ghitorni,2,1,1,1,2,1.0,2.0,631
2022-05-06,0,7000,450,1 out of 4,2,"Mohan Garden, Razapur Khurd",2,0,1,1,2,1.0,4.0,1276
2022-05-05,1,22000,900,4 out of 5,2,"Gangaram Vatika, Vishnu Garden",2,1,1,2,2,4.0,5.0,604
2022-04-29,1,40000,1100,2 out of 4,2,"Kailash Colony, Greater Kailash",2,0,1,2,2,2.0,4.0,902
2022-05-05,1,22000,700,Ground out of 2,2,Rohini Sector 7,2,0,1,2,2,0.0,2.0,1700
2022-04-29,0,4500,400,1 out of 2,2,Sagar Pur,2,2,1,1,2,1.0,2.0,1734
2022-04-29,2,15000,950,Ground out of 3,2,Rohini Sector 4,2,2,1,2,2,0.0,3.0,1698
2022-06-30,2,130000,3000,1 out of 5,2,Defence Colony,2,1,1,4,0,1.0,5.0,472
2022-06-18,1,23000,950,3 out of 3,1,Ber Sarai,2,2,1,2,0,3.0,3.0,271
2022-05-27,2,45000,1100,1 out of 4,2,Chittaranjan Park,2,1,1,3,0,1.0,4.0,416
2022-05-29,0,15000,497,3 out of 4,1,Lajpat Nagar 4,2,2,1,1,0,3.0,4.0,1078
2022-04-29,2,13000,100,3 out of 4,2,"Viswas Park, Matiala",2,1,1,2,2,3.0,4.0,2124
2022-05-05,1,10000,70,1 out of 4,2,Shakarpur,2,1,1,2,2,1.0,4.0,1821
2022-05-05,1,10000,55,2 out of 4,2,Dwarka Sector 8,2,2,1,2,2,2.0,4.0,540
2022-05-05,0,6500,300,4 out of 5,2,East Of Kailash,2,2,1,1,2,4.0,5.0,548
2022-06-29,0,7000,400,2 out of 4,1,Mandawali,2,2,0,1,2,2.0,4.0,1207
2022-05-05,1,7000,500,2 out of 4,2,Badarpur,2,1,1,2,2,2.0,4.0,189
2022-06-08,3,17401,650,4 out of 4,2,Patel Nagar West,2,0,1,2,2,4.0,4.0,1506
2022-05-18,0,5500,630,Ground out of 2,2,Uttam Nagar,2,0,1,1,2,0.0,2.0,2039
2022-04-29,0,20000,450,1 out of 3,2,DS 19,2,2,2,1,2,1.0,3.0,453
2022-04-29,1,7000,500,1 out of 2,2,Mahipalpur,2,1,1,1,2,1.0,2.0,1175
2022-05-22,4,190000,200,2 out of 2,1,"Safdarjung Development Area, Hauz Khas",2,2,0,5,0,2.0,2.0,1731
2022-04-29,1,13000,95,1 out of 4,2,Shahdara,2,1,1,1,2,1.0,4.0,1818
2022-07-02,3,60000,272,Ground out of 4,1,Model Town,2,0,0,3,0,0.0,4.0,1271
2022-05-27,1,17000,800,2 out of 4,1,Rohini Sector 24,2,2,1,2,0,2.0,4.0,1695
2022-05-27,1,16000,50,2 out of 4,2,"Nirankari Colony, Mukherjee Nagar",2,2,1,2,2,2.0,4.0,1407
2022-07-05,0,9500,400,2 out of 4,2,"Maidan Garhi, Chhattarpur",2,0,1,1,2,2.0,4.0,1176
2022-04-29,0,5000,450,Ground out of 3,2,Vikash Nagar,2,2,1,1,2,0.0,3.0,2095
2022-06-18,2,27000,1800,2 out of 4,1,"Jagriti Enclave, Anand Vihar",2,1,1,3,0,2.0,4.0,824
2022-06-18,2,29000,1800,2 out of 4,1,"Saini Enclave, Anand Vihar",2,1,1,3,0,2.0,4.0,1747
2022-06-18,2,29000,2000,1 out of 4,1,Vivek Vihar Phase 1,2,1,1,3,0,1.0,4.0,2128
2022-05-26,3,37000,2700,2 out of 3,1,"AGCR Enclave, Anand Vihar",2,1,1,4,0,2.0,3.0,17
2022-07-04,3,36000,2700,2 out of 3,1,"AGCR Enclave, Anand Vihar",2,1,1,3,0,2.0,3.0,17
2022-05-26,2,35000,1800,4 out of 4,1,Surajmal Vihar,2,1,0,3,0,4.0,4.0,1934
2022-05-26,3,42000,2700,2 out of 4,1,"Pushpanjali, Anand Vihar",2,1,0,4,0,2.0,4.0,1584
2022-05-26,2,37000,1800,1 out of 4,1,Preet Vihar,2,1,1,3,0,1.0,4.0,1560
2022-07-04,2,30000,1800,2 out of 3,1,Surajmal Vihar,2,1,1,3,0,2.0,3.0,1934
2022-05-08,2,20000,1200,2 out of 3,2,Ghitorni,2,1,1,2,2,2.0,3.0,631
2022-06-17,0,8500,600,1 out of 4,1,Chattarpur Extension,2,1,0,1,2,1.0,4.0,385
2022-05-14,0,11000,350,2 out of 5,2,Sheikh Sarai,2,0,1,1,2,2.0,5.0,1832
2022-06-18,1,14000,100,2 out of 4,2,Dwarka,2,1,1,2,2,2.0,4.0,530
2022-05-14,2,55000,1800,1 out of 3,1,Malviya Nagar,2,2,1,3,0,1.0,3.0,1193
2022-06-18,1,25000,900,3 out of 4,1,"Jagriti Enclave, Anand Vihar",2,1,0,2,0,3.0,4.0,824
2022-05-23,2,20500,1150,3 out of 4,1,Laxmi Nagar,2,2,1,2,0,3.0,4.0,1102
2022-05-31,3,28000,1400,2 out of 4,1,Rohini Sector 24,2,1,1,2,0,2.0,4.0,1695
2022-05-10,0,5000,500,Ground out of 4,2,Mahavir Enclave Part 1,2,1,1,1,2,0.0,4.0,1166
2022-06-18,3,35000,300,2 out of 4,1,"AGCR Enclave, Anand Vihar",2,1,1,3,0,2.0,4.0,17
2022-06-18,2,30000,1800,2 out of 4,1,"Saini Enclave, Anand Vihar",2,1,1,3,0,2.0,4.0,1747
2022-06-16,0,10000,500,3 out of 4,1,Neb Sarai,2,2,1,1,0,3.0,4.0,1369
2022-04-29,0,11000,500,Ground out of 4,2,Rohini Sector 17,2,2,1,1,2,0.0,4.0,1689
2022-05-05,1,17000,80,1 out of 4,2,Mayur Vihar Phase 1 Extension,2,1,1,2,2,1.0,4.0,1246
2022-05-23,1,35000,1000,2 out of 4,2,Kalkaji,2,1,0,2,0,2.0,4.0,914
2022-06-20,2,30000,1600,6 out of 10,2,"Highland Tower, Dwarka Sector 12",2,2,1,2,2,6.0,10.0,719
2022-06-07,3,30000,1800,6 out of 8,2,Dwarka Sector 22,2,1,1,4,2,6.0,8.0,535
2022-05-27,1,13000,400,Ground out of 4,1,Rohini Sector 24,2,1,1,2,0,0.0,4.0,1695
2022-04-29,1,13000,900,Ground out of 3,2,Chhattarpur,2,1,1,2,2,0.0,3.0,394
2022-07-07,0,11000,480,4 out of 5,1,East Of Kailash,2,2,1,1,0,4.0,5.0,548
2022-05-05,0,13000,180,2 out of 2,1,Lajpat Nagar 1,2,2,0,1,2,2.0,2.0,1076
2022-07-09,1,33000,1000,1 out of 3,1,"Munirka Vihar, Munirka",2,2,0,2,0,1.0,3.0,1300
2022-05-23,2,25000,1120,2 out of 3,2,gg1 vikas puri,2,2,1,2,2,2.0,3.0,2176
2022-05-27,2,70000,1800,2 out of 4,1,Saket,2,1,0,3,0,2.0,4.0,1749
2022-07-02,2,30000,1200,1 out of 3,1,Vikaspuri,2,1,1,2,2,1.0,3.0,2096
2022-05-21,0,9000,550,1 out of 4,2,"DDA Flats Sarita Vihar, Sarita Vihar, Mathura Road",2,1,1,1,0,1.0,4.0,446
2022-06-30,1,14500,1400,3 out of 4,2,Dilshad Garden,2,2,0,1,2,3.0,4.0,495
2022-05-27,2,50000,1600,2 out of 4,1,Vasant Kunj Sector C,2,1,0,2,0,2.0,4.0,2061
2022-05-16,0,20000,650,1 out of 4,1,Mayur Vihar 1,2,1,1,1,0,1.0,4.0,1244
2022-04-29,3,15000,120,Ground out of 2,2,Rohini Sector 38,2,0,1,4,2,0.0,2.0,1697
2022-06-02,1,7500,450,1 out of 3,1,Mahavir Enclave Part 1,2,2,1,1,2,1.0,3.0,1166
2022-07-07,0,13500,520,Ground out of 4,2,Uttam Nagar,2,0,1,1,2,0.0,4.0,2039
2022-06-13,0,14000,850,2 out of 4,2,Paschim Vihar,2,1,0,1,2,2.0,4.0,1502
2022-06-24,1,18000,850,1 out of 4,1,Saket,2,1,0,2,0,1.0,4.0,1749
2022-05-09,1,14000,585,2 out of 4,1,Pandav Nagar,2,1,1,1,2,2.0,4.0,1486
2022-05-11,2,65000,1600,Ground out of 4,1,East Of Kailash,2,0,1,2,0,0.0,4.0,548
2022-05-05,1,22000,950,2 out of 5,2,Mayur Vihar Phase 1 Extension,2,2,1,2,2,2.0,5.0,1246
2022-04-29,0,4000,120,1 out of 2,2,Najafgarh,2,2,1,1,2,1.0,2.0,1331
2022-05-14,1,10000,500,3 out of 3,2,Vinod Nagar East,2,1,1,1,2,3.0,3.0,2110
2022-05-14,0,7500,200,2 out of 4,1,kst chattarpur Apartments,2,2,0,1,0,2.0,4.0,2200
2022-05-05,0,17000,550,2 out of 4,2,Ramesh Nagar,2,1,1,1,2,2.0,4.0,1654
2022-07-06,0,18000,650,2 out of 4,1,Gautam Nagar,2,1,1,1,0,2.0,4.0,618
2022-07-07,3,70000,2800,6 out of 10,1,Delhi estate Apartment,2,2,0,4,0,6.0,10.0,474
2022-06-30,0,10000,50,3 out of 4,2,Mahipalpur,2,0,1,1,2,3.0,4.0,1175
2022-06-08,1,15000,550,4 out of 4,1,Dori Walan,2,2,1,1,2,4.0,4.0,512
2022-07-04,1,16500,90,4 out of 5,2,DS 19,2,1,1,2,2,4.0,5.0,453
2022-06-30,2,100000,2925,1 out of 4,2,Defence Colony,2,1,1,3,0,1.0,4.0,472
2022-05-28,0,7500,150,4 out of 4,1,"New Mahavir Nagar, Tilak Nagar",2,0,1,1,2,4.0,4.0,1392
2022-06-26,1,6000,450,1 out of 3,2,north chajjupur shahdara,2,2,1,1,2,1.0,3.0,2206
2022-05-08,1,18000,750,4 out of 4,1,Mahavir Enclave Part 1,2,2,0,2,2,4.0,4.0,1166
2022-05-22,1,18000,975,Ground out of 3,2,Janakpuri,2,1,1,1,2,0.0,3.0,835
2022-04-29,2,8000,106,Ground out of 4,2,Burari,2,1,1,1,2,0.0,4.0,342
2022-05-05,1,14000,750,4 out of 6,2,Mehrauli,2,0,1,2,2,4.0,6.0,1258
2022-05-10,1,11000,80,2 out of 4,2,"Khanpur, Madangir",2,1,1,2,2,2.0,4.0,998
2022-05-14,2,25000,96,2 out of 5,2,Rohini Sector 11,2,2,1,2,2,2.0,5.0,1686
2022-04-29,0,9000,500,1 out of 3,2,Chhattarpur,2,2,1,1,2,1.0,3.0,394
2022-05-14,2,47000,1550,Ground out of 3,1,Vasant Kunj,2,1,1,2,0,0.0,3.0,2058
2022-06-07,1,20000,1000,3 out of 3,2,"Gaurav Apartment, Indraprastha Extension, Patparganj",2,1,1,2,2,3.0,3.0,615
2022-04-29,0,6000,400,2 out of 4,2,Mehrauli,2,2,1,1,2,2.0,4.0,1258
2022-04-29,0,5000,450,1 out of 4,2,Bhajanpura,2,2,1,1,2,1.0,4.0,280
2022-04-29,1,20000,1000,3 out of 4,2,"DDA Devdoot Apartment, Vikaspuri",2,1,2,1,2,3.0,4.0,443
2022-04-29,0,10000,450,2 out of 4,2,"Khirki extension, Malviya Nagar",2,2,1,1,2,2.0,4.0,1002
2022-07-04,2,15000,100,3 out of 4,2,Chhattarpur,2,1,1,2,2,3.0,4.0,394
2022-05-14,1,13500,550,2 out of 4,1,"Laxmi Nagar District Centre, Laxmi Nagar",2,1,1,2,0,2.0,4.0,1103
2022-05-10,0,5500,400,2 out of 3,2,Bindapur,2,1,1,1,2,2.0,3.0,310
2022-05-10,0,14000,60,1 out of 5,2,"Guru Angad Nagar West, Laxmi Nagar",2,0,1,1,2,1.0,5.0,678
2022-04-29,3,18000,900,3 out of 5,2,Subhash Nagar,2,2,1,2,2,3.0,5.0,1910
2022-04-27,0,20000,700,1 out of 5,2,Rohini Sector 5,2,1,1,1,2,1.0,5.0,1699
2022-06-28,1,9300,500,2 out of 4,2,Laxmi Nagar,2,2,1,1,2,2.0,4.0,1102
2022-06-14,2,80000,2000,2 out of 4,1,Safdarjung Enclave,2,0,0,3,0,2.0,4.0,1732
2022-07-04,1,7500,400,2 out of 3,1,Aya Nagar,2,1,0,1,2,2.0,3.0,168
2022-06-27,2,30000,1500,1 out of 4,1,Sarita Vihar Pocket C,2,2,0,2,0,1.0,4.0,1788
2022-04-29,1,13000,70,2 out of 4,2,"IGNOU Road, Saket",2,2,1,1,2,2.0,4.0,779
2022-07-01,1,8500,60,2 out of 4,2,"Indraprastha Extension, Patparganj",2,2,1,2,2,2.0,4.0,794
2022-05-24,2,44300,200,1 out of 4,1,Paschim Vihar,2,1,0,3,0,1.0,4.0,1502
2022-07-04,1,45000,1650,2 out of 4,1,Safdarjung Enclave,2,0,0,2,0,2.0,4.0,1732
2022-06-22,1,30000,1150,3 out of 3,1,Sarita Vihar Pocket K,2,2,0,2,0,3.0,3.0,1789
2022-05-30,1,40000,1800,Ground out of 3,1,Saket,2,0,0,2,0,0.0,3.0,1749
2022-06-11,3,530000,4000,3 out of 4,1,Anand Niketan,2,1,1,5,0,3.0,4.0,102
2022-05-14,1,12000,900,1 out of 2,2,Ashok Vihar Phase 2,2,2,1,1,2,1.0,2.0,149
2022-06-15,1,13500,700,1 out of 2,2,Shakarpur,2,2,1,1,2,1.0,2.0,1821
2022-04-28,1,30000,900,2 out of 4,2,Sheikh Sarai Phase 1,2,2,1,2,2,2.0,4.0,1833
2022-05-03,0,9500,400,2 out of 2,2,New Delhi,2,1,1,1,2,2.0,2.0,1386
2022-05-16,3,200000,2700,Ground out of 3,1,Greater Kailash 1,2,2,0,4,0,0.0,3.0,660
2022-05-10,2,30000,2000,Ground out of 2,2,Rohini Sector 15,2,2,1,3,2,0.0,2.0,1687
2022-05-14,1,9000,450,1 out of 3,2,"Shakarpur Khas, Shakarpur",2,2,1,1,2,1.0,3.0,1822
2022-06-04,1,13000,400,2 out of 4,1,kst chattarpur Apartments,2,2,0,1,0,2.0,4.0,2200
2022-05-14,1,7000,500,1 out of 5,2,Vinod Nagar West,2,1,1,1,2,1.0,5.0,2111
2022-07-09,0,18000,450,1 out of 4,1,Munirka,2,0,1,1,0,1.0,4.0,1299
2022-05-14,0,3500,350,1 out of 3,2,Najafgarh,2,2,1,1,2,1.0,3.0,1331
2022-07-03,3,65000,272,1 out of 4,1,Model Town,2,2,1,4,0,1.0,4.0,1271
2022-06-13,0,19000,545,2 out of 3,2,Dwarka,2,0,1,1,2,2.0,3.0,530
2022-05-10,1,23000,84,Ground out of 4,2,Paschim Vihar,2,1,1,2,2,0.0,4.0,1502
2022-06-16,0,12000,600,2 out of 4,2,Kalkaji,2,0,1,1,2,2.0,4.0,914
2022-06-30,1,15000,75,3 out of 4,2,Chhattarpur,2,2,1,2,2,3.0,4.0,394
2022-06-08,2,38000,165,2 out of 4,1,"Dayanand Vihar, Anand Vihar",2,1,0,2,2,2.0,4.0,468
2022-07-04,2,50000,1100,1 out of 4,1,Shalimar bagh,2,2,0,3,0,1.0,4.0,1824
2022-06-02,0,6500,500,3 out of 3,2,Falt,2,2,1,1,2,3.0,3.0,573
2022-07-04,2,35000,150,1 out of 3,1,Janakpuri,2,1,0,3,0,1.0,3.0,835
2022-05-05,1,15000,70,2 out of 5,2,Vasant Kunj,2,1,1,2,2,2.0,5.0,2058
2022-05-05,2,30000,250,1 out of 2,2,Mausam Vihar,2,1,1,2,2,1.0,2.0,1240
2022-05-05,1,10000,70,1 out of 5,2,"Khanpur, Madangir",2,2,1,2,2,1.0,5.0,998
